SYMBOL,hv20,hv50,hv100,LAST_CLOSE_DT,CLOSE_PX,curiv,Days,Percentile
ROAD,17,0,0,2020-31-01,16.78,47.52,599,67
ROBO,18,15,16,2020-31-01,41.26,16.29,421,24
ROCK,24,19,28,2020-31-01,54.52,37.34,600,55
ROG,28,29,40,2020-31-01,117.75,51.86,593,90
ROIC,19,18,15,2020-24-01,16.57,16.77,245,28
ROK,20,15,26,2020-31-01,191.66,22.83,600,37
ROKU,50,61,80,2020-31-01,120.95,90.35,583,87
ROL,16,18,20,2020-31-01,37.95,21.31,600,39
ROLL,28,30,28,2020-29-01,155.51,28.52,478,41
ROM,37,28,29,2020-31-01,171.19,39.95,600,62
ROP,18,17,18,2020-31-01,381.66,21.42,600,58
ROST,16,15,17,2020-31-01,112.19,23.49,600,39
RP,13,14,26,2020-31-01,58.35,29,595,17
RPAI,21,21,18,2019-23-05,12.15,19.38,47,70
RPD,22,29,35,2020-31-01,59.38,47.41,600,70
RPG,15,11,11,2020-28-01,127.82,21.03,95,33
RPM,17,15,17,2020-31-01,71.37,22.49,600,52
RPT,22,19,18,2020-24-01,13.95,16.48,43,11
RPV,15,12,13,2020-28-01,66.21,18.52,314,68
RRC,76,82,87,2020-31-01,3,84.73,600,85
RRD,53,72,77,2020-31-01,2.4,90.67,600,98
RRGB,31,33,37,2020-31-01,32.87,54.95,596,80
RRR,33,29,32,2020-31-01,24.51,43.27,600,82
RS,23,17,28,2020-31-01,114.8,28.7,600,86
RSG,9,9,12,2020-31-01,95.05,15.53,600,62
RSP,12,10,10,2020-31-01,113.54,17.32,599,80
RST,18,27,56,2020-31-01,17.15,47.38,600,84
RSX,24,22,18,2020-31-01,24.6,21.08,579,55
RTH,8,8,10,2020-31-01,119.53,19.84,591,82
RTIX,184,126,103,2020-31-01,4.16,80.42,416,97
RTLR,26,33,31,2020-31-01,15.09,35.11,159,85
RTN,14,13,16,2020-31-01,220.94,19.76,600,45
RTRX,44,38,35,2020-31-01,15.46,88.19,582,93
RTW,144,133,133,2019-31-07,0.39,74.17,336,49
RUBI,63,64,55,2020-31-01,9.36,64.45,548,20
RUN,43,39,44,2020-31-01,17.03,50.77,596,17
RUSHA,19,23,25,2020-31-01,43,37.12,600,86
RUSL,68,53,49,2020-31-01,65.4,60.04,600,69
RUSS,73,56,50,2020-31-01,6.93,64.91,600,69
RUTH,38,28,38,2020-31-01,20.5,34.07,599,88
RVLV,50,50,63,2020-31-01,17.79,59.9,158,22
RVNC,71,71,65,2020-31-01,22.37,57.85,597,34
RVSB,17,25,29,2020-27-01,7.36,31.09,291,23
RWJ,17,16,18,2020-31-01,62.55,16.64,408,18
RWK,13,12,14,2020-03-01,63.46,15.83,279,35
RWL,11,10,11,2020-28-01,57.81,12.77,315,29
RWM,13,11,13,2020-31-01,38.11,20.04,598,77
RWO,9,10,9,2019-16-12,52.2,7.5,225,2
RWR,12,12,11,2020-31-01,102.49,13.41,595,70
RWX,8,16,13,2019-02-12,38.84,5.98,306,1
RXL,25,20,23,2020-31-01,120.44,30.6,584,60
RXN,30,22,23,2020-31-01,32.65,28.51,600,31
RY,10,9,9,2020-31-01,78.96,12.33,600,28
RYAAY,33,25,29,2020-31-01,86.61,34.59,600,86
RYAM,51,55,78,2020-31-01,3.08,92.93,600,93
RYB,25,29,30,2020-31-01,5.32,62.92,426,76
RYH,13,11,12,2019-24-10,222.23,16.89,408,52
RYI,35,35,42,2020-31-01,10.25,62.39,599,56
RYN,15,15,23,2020-31-01,30.38,20.48,542,84
RYTM,38,46,48,2020-29-01,17.54,101.08,117,100
S,30,29,27,2020-31-01,4.37,116.78,597,97
SA,48,41,40,2020-31-01,13.93,37.99,600,16
SAA,28,25,26,2020-10-01,100.46,36.98,160,63
SABR,20,17,21,2020-31-01,21.54,31.18,600,78
SAFE,29,36,31,2020-31-01,44.96,33.83,431,83
SAFM,28,27,37,2020-31-01,137.69,38.88,600,89
SAFT,14,15,17,2020-31-01,92.08,17.94,556,68
SAGE,34,210,151,2020-31-01,66.28,59.53,600,51
SAH,39,37,40,2020-31-01,31.63,59.17,598,99
SAIA,35,31,35,2020-31-01,87.1,45.38,583,86
SAIC,25,21,20,2020-31-01,87.77,27.45,599,38
SAIL,32,25,32,2020-31-01,25.09,46.76,527,13
SALM,86,67,67,2019-22-05,1.63,90.31,236,78
SALT,57,56,57,2020-31-01,3.67,69.9,574,96
SAM,29,27,39,2020-31-01,356.38,40,600,80
SAN,42,35,34,2020-31-01,3.92,21.72,384,3
SAND,41,38,43,2020-31-01,6.86,38.98,596,52
SANM,25,23,24,2020-31-01,31.84,29.47,600,6
SANW,62,63,68,2020-21-01,2.15,98.75,322,89
SAP,19,18,23,2020-31-01,130.77,20.67,600,51
SASR,17,15,19,2020-31-01,34.8,16.88,330,9
SATS,16,28,39,2020-31-01,39.9,30.32,589,61
SAVA,0,0,0,2020-31-01,8.15,106.45,11,18
SAVE,37,33,32,2020-31-01,41.07,51.35,600,99
SB,67,72,73,2019-11-10,1.3,82.32,282,88
SBAC,17,22,24,2020-31-01,249.56,25.13,600,84
SBBP,73,69,95,2020-31-01,2.93,94.44,132,40
SBCF,22,19,23,2020-31-01,27.15,28.04,43,62
SBGI,33,33,32,2020-31-01,29.92,41.42,600,64
SBGL,66,61,58,2020-31-01,10.2,57.43,528,52
SBH,35,29,45,2020-31-01,15.35,63.03,600,98
SBIO,24,23,24,2020-31-01,39.76,28.25,597,69
SBLK,57,49,44,2020-31-01,8.1,72.57,600,95
SBNY,28,22,21,2020-31-01,141.89,23.48,600,14
SBRA,18,21,21,2020-29-01,21.5,13.44,447,0
SBS,40,33,33,2020-31-01,14.16,37.34,551,28
SBSI,15,16,16,2020-24-01,35.08,19.05,264,12
SBUX,22,18,18,2020-31-01,84.83,20.76,600,60
SC,49,33,26,2020-31-01,26.62,19.68,600,0
SCCO,34,27,28,2020-31-01,37.68,28.52,600,64
SCHA,13,11,12,2020-31-01,73.37,15.78,556,59
SCHB,12,10,10,2020-31-01,76.81,13.26,561,30
SCHC,11,11,10,2020-22-01,33.81,12.07,386,23
SCHD,12,9,10,2020-31-01,56.9,12.61,575,72
SCHE,22,17,14,2020-31-01,25.78,16.98,573,73
SCHF,13,11,10,2019-31-12,32.67,11.16,166,18
SCHG,13,10,11,2020-30-01,95.5,12.51,579,12
SCHH,12,13,12,2020-31-01,46.14,11.22,519,48
SCHL,15,28,26,2020-31-01,32.95,30.17,528,81
SCHM,11,9,10,2020-31-01,59.4,15.01,472,65
SCHN,33,30,36,2020-31-01,16.08,35.62,600,31
SCHV,11,9,9,2020-31-01,58.66,13.93,453,73
SCHW,30,28,32,2020-31-01,45.55,27.63,600,72
SCHX,12,10,10,2020-28-01,76.93,13.42,520,41
SCI,10,12,14,2020-31-01,47.95,19.43,600,15
SCIF,20,17,20,2020-30-01,34.2,23.96,111,7
SCJ,11,11,11,2020-22-01,72.44,12.54,494,44
SCL,24,21,20,2020-31-01,98.65,25.24,567,22
SCM,11,11,13,2019-25-02,14.25,17.04,7,14
SCO,50,50,69,2020-31-01,16.53,78.01,600,91
SCOR,52,65,100,2020-30-01,3.95,72.81,561,72
SCPL,31,39,42,2020-31-01,10.6,62.63,148,73
SCS,14,39,35,2020-31-01,18.61,33.12,591,69
SCSC,19,18,20,2020-31-01,34.89,36.31,522,63
SCU,44,47,53,2020-31-01,22.94,59.43,537,71
SCVL,27,29,26,2020-31-01,35.86,46.32,600,24
SCWX,39,84,68,2020-31-01,15.73,46.08,597,13
SCYX,92,86,84,2019-24-04,0.86,124.38,84,73
SCZ,11,10,10,2020-31-01,59.91,13.53,593,64
SD,46,54,59,2020-31-01,2.55,85.89,571,98
SDC,121,93,0,2020-31-01,13.39,86.33,95,51
SDIV,10,9,10,2019-26-08,17.14,13.87,30,56
SDOW,36,30,30,2020-31-01,39.11,50.94,599,79
SDRL,101,143,120,2020-17-01,1.37,123.13,270,74
SDS,24,19,19,2020-31-01,24.9,34.75,600,80
SDY,11,9,10,2020-31-01,104.47,16.92,600,89
SE,32,26,44,2020-31-01,45.24,47.93,587,31
SEA,17,19,20,2019-06-12,8.35,18.11,185,6
SEAC,67,66,61,2020-31-01,4.44,73.86,287,55
SEAS,27,26,33,2020-31-01,34.46,39.09,600,14
SECO,48,41,39,2020-23-01,6.38,50.28,438,10
SEDG,63,53,55,2020-31-01,97.86,67.7,600,93
SEE,21,20,26,2020-31-01,35.5,30.87,600,94
SEF,15,11,11,2020-31-01,19.37,14.04,410,2
SEIC,30,20,20,2020-31-01,65.26,21.97,588,24
SELB,117,123,98,2020-30-01,3.6,125.02,254,62
SEM,28,24,23,2020-31-01,22.84,40.62,568,80
SENS,69,84,89,2019-10-07,0.82,91.38,290,29
SERV,29,28,46,2020-31-01,36.05,35.29,600,93
SESN,98,118,97,2020-31-01,0.95,168.89,271,93
SF,29,22,25,2020-31-01,64.69,26.64,600,32
SFBS,45,30,26,2020-31-01,36.75,26.17,385,49
SFE,18,19,20,2020-24-01,10.64,32.04,497,22
SFIX,47,48,54,2020-31-01,22.9,57.61,539,26
SFL,18,19,18,2019-28-10,13.24,14.69,78,8
SFM,21,21,24,2020-31-01,15.63,34.5,600,50
SFNC,20,24,22,2020-31-01,23.98,26.1,104,72
SFUN,100,98,86,2020-31-01,2.6,71.5,536,57
SGC,38,34,38,2020-31-01,11.53,32.32,367,9
SGEN,35,29,40,2020-31-01,108.39,46.72,599,70
SGG,21,18,18,2020-30-01,45.69,24.78,588,22
SGH,34,40,46,2020-31-01,30.16,53.46,414,19
SGMO,45,61,54,2020-31-01,7.33,76.09,600,31
SGMS,47,36,49,2020-31-01,24.84,71.18,600,77
SGOL,11,11,12,2020-31-01,15.27,12.96,573,69
SGRY,54,45,55,2020-31-01,16.87,60.69,599,37
SGU,12,17,17,2019-06-09,9.28,26.09,238,85
SH,13,10,10,2020-31-01,24.05,16.19,600,67
SHAK,41,32,49,2020-31-01,67.45,48.11,600,83
SHEN,32,24,41,2020-31-01,40.35,36.85,600,69
SHLO,45,69,56,2020-24-01,3.39,86.88,573,97
SHLX,29,24,24,2020-31-01,19.65,31.99,600,97
SHO,19,16,18,2020-31-01,12.68,18.75,123,12
SHOO,21,19,29,2020-31-01,38.56,34.43,591,76
SHOP,27,33,45,2020-31-01,465.66,57.01,600,86
SHW,22,17,19,2020-31-01,556.99,19.71,600,23
SHY,1.4,1.2,1.5,2020-31-01,85.12,71.12,222,100
SHYG,3.5,3.3,3.1,2019-02-10,46.38,8.44,8,25
SID,52,50,50,2020-30-01,2.99,50.47,572,15
SIEB,39,52,52,2020-31-01,6.87,41.88,376,31
SIEN,69,57,67,2020-31-01,6.06,85.14,595,85
SIG,131,105,88,2020-31-01,24.31,58.89,600,53
SIGA,36,37,38,2020-31-01,5.15,53.75,369,24
SIGI,17,16,17,2020-29-01,66.25,24.44,351,39
SIL,26,27,27,2020-31-01,31.1,23.74,600,33
SILJ,37,37,39,2020-31-01,10.93,46.12,508,82
SILK,23,31,0,2020-31-01,46.54,56.82,183,19
SILV,51,57,0,2020-31-01,6.61,69.58,61,21
SIMO,31,28,35,2020-31-01,45.89,45.38,600,90
SINA,35,39,49,2020-31-01,38.74,49.52,600,88
SIRI,18,19,22,2020-31-01,7.07,23.72,428,22
SITC,25,25,22,2020-31-01,12.71,25.78,313,19
SITE,30,26,29,2020-31-01,96.55,36.43,505,52
SIVB,30,26,33,2020-31-01,240.33,31.74,600,35
SIVR,19,17,21,2020-31-01,17.48,20.58,535,59
SIX,76,49,44,2020-31-01,38.13,39.76,600,99
SIZE,12,9,10,2020-31-01,96.17,23.97,129,95
SJB,5,4.9,5,2019-24-10,20.71,12.33,126,75
SJI,26,20,19,2020-29-01,30.8,34.63,376,98
SJM,17,19,17,2020-31-01,103.61,19.07,600,10
SJNK,6,5,4.5,2019-05-11,26.86,71.32,2,100
SJR,16,13,16,2020-31-01,19.53,27.6,300,98
SJT,53,65,72,2020-31-01,2.41,82.99,327,94
SJW,15,16,16,2020-23-01,73.35,16.44,322,0
SKF,25,19,20,2020-31-01,13.9,26.23,583,25
SKM,16,16,16,2020-31-01,21.21,22.82,503,44
SKT,55,42,39,2020-31-01,14.63,45.79,600,99
SKX,25,26,26,2020-31-01,37.39,65.85,599,90
SKY,70,52,49,2020-31-01,28.75,47.07,410,24
SKYW,44,32,28,2020-31-01,55.17,30.48,600,17
SKYY,15,13,15,2020-31-01,64.17,22.83,597,83
SLAB,59,43,37,2020-31-01,98.31,33.11,600,48
SLB,28,30,35,2020-31-01,33.51,29.29,600,67
SLCA,64,69,107,2020-31-01,5.14,78.02,600,96
SLDB,66,83,229,2020-31-01,3.35,158.27,270,87
SLF,15,13,12,2020-31-01,47.02,17.73,589,39
SLG,13,17,18,2020-31-01,92.04,18.17,600,44
SLGN,16,13,14,2020-31-01,30.86,24.62,489,89
SLM,96,63,51,2020-31-01,10.92,32.81,591,69
SLP,46,44,40,2020-31-01,32.58,45.76,475,54
SLRC,9,10,10,2019-07-11,20.55,14.38,106,15
SLV,18,17,21,2020-31-01,16.82,21.01,543,80
SLX,26,21,24,2020-30-01,33.51,26.08,541,47
SM,50,56,81,2020-31-01,9.18,70.95,600,83
SMAR,32,34,46,2020-31-01,48.48,49.17,303,17
SMDV,11,10,0,2020-29-01,60.17,15.09,12,66
SMED,59,51,52,2020-31-01,4.47,73.96,372,87
SMFG,15,15,19,2020-09-01,7.02,18.75,138,19
SMG,29,25,28,2020-31-01,122.74,24.4,600,31
SMH,27,23,22,2020-31-01,137.57,26.8,600,79
SMHI,0,0,0,2020-23-01,10.44,48.75,5,100
SMLP,77,78,68,2020-24-01,3.19,56.25,476,95
SMMT,61,61,77,2019-15-03,1.47,165,76,90
SMN,31,26,29,2020-31-01,26.82,38.17,551,67
SMOG,15,13,18,2020-31-01,77.57,24.43,385,88
SMP,16,17,21,2020-31-01,48.58,31.82,563,82
SMPL,56,38,35,2020-31-01,22.97,36.13,438,56
SMRT,203,151,139,2019-21-11,0.88,162.5,297,87
SMSI,59,60,58,2020-31-01,5.07,84.33,531,44
SMTC,34,31,31,2020-31-01,48.19,41.35,600,73
SMTX,59,81,78,2020-31-01,3.72,71.8,318,33
SNA,16,17,19,2020-31-01,159.63,27.52,600,82
SNAP,33,30,40,2020-31-01,18.38,60.69,600,62
SNBR,37,31,34,2020-31-01,51.59,57.36,600,82
SNCR,51,61,80,2020-31-01,5.47,82.13,502,71
SND,48,54,62,2020-21-01,2.03,60.85,499,11
SNDL,230,172,268,2020-29-01,1.2,141.23,95,90
SNDR,27,21,21,2020-31-01,22.27,31.62,587,30
SNDX,139,103,87,2020-21-01,9.38,181.25,421,95
SNE,16,14,17,2020-31-01,70.18,30,600,67
SNN,19,19,23,2020-31-01,48.01,24.11,425,54
SNP,24,22,22,2020-31-01,52.43,28.13,598,79
SNPS,20,23,24,2020-31-01,147.51,28.23,600,78
SNR,19,24,37,2020-31-01,7.62,26.67,184,60
SNSS,193,201,172,2019-01-10,0.53,204.2,426,91
SNV,32,25,27,2020-31-01,35.02,26.53,600,74
SNX,50,33,37,2020-31-01,137.76,28.52,599,20
SNY,17,22,21,2020-31-01,48.27,17.36,600,31
SO,10,14,14,2020-31-01,70.4,14.65,600,50
SOCL,20,16,17,2020-31-01,34.8,20.25,598,50
SOGO,54,41,48,2020-30-01,4.08,53.59,530,26
SOHU,57,54,50,2020-31-01,10.63,63.99,600,90
SOI,28,41,42,2020-30-01,11.53,47.21,506,33
SOL,78,73,98,2019-25-09,1.31,84.4,226,86
SOLO,57,79,79,2020-31-01,2.06,82.66,212,60
SON,15,15,17,2020-31-01,57.14,19.52,589,77
SONO,34,42,40,2020-31-01,13.72,53.16,372,47
SORL,17,60,47,2019-16-05,4.58,63.69,315,75
SOXL,82,67,66,2020-31-01,243.61,81.91,600,83
SOXS,78,67,65,2020-31-01,22.52,81.1,598,68
SOXX,26,22,22,2020-31-01,243.06,24.96,600,66
SOYB,12,11,12,2020-27-01,14.58,16.89,492,8
SP,11,16,25,2020-31-01,41.81,30.44,589,83
SPAR,35,31,38,2020-31-01,17,47.53,590,56
SPB,19,17,40,2020-31-01,61.41,30.87,599,5
SPCE,85,80,0,2020-31-01,17.15,87.5,67,86
SPDN,13,10,10,2020-27-01,24.46,17.93,254,89
SPDW,12,10,13,2020-22-01,30.47,10.57,164,23
SPEM,19,16,17,2020-28-01,35.39,15.25,114,89
SPEU,12,0,0,2020-31-01,35.42,20.3,41,100
SPG,20,18,18,2020-31-01,133.15,19.7,600,71
SPGI,17,14,19,2020-31-01,293.73,26.12,600,83
SPH,13,15,18,2020-31-01,22.65,39.09,287,98
SPHB,19,17,17,2020-31-01,44.74,19.64,425,50
SPHD,12,10,10,2020-31-01,42.1,13.42,444,75
SPHQ,13,10,11,2019-27-12,36.21,13.81,149,53
SPKE,20,26,34,2020-31-01,9.49,47.07,298,69
SPLG,12,10,10,2020-22-01,37.86,11.43,151,59
SPLK,21,32,33,2020-31-01,155.26,37.16,600,48
SPLV,8,8,8,2020-31-01,59.97,12.39,598,68
SPNE,69,53,46,2020-31-01,14.76,48.04,428,29
SPNS,34,27,30,2020-31-01,25.43,33.68,318,41
SPOK,18,34,32,2020-08-01,10.62,32.19,545,49
SPOT,24,20,37,2020-31-01,141.3,47.44,456,77
SPPI,60,214,160,2020-31-01,2.53,99.88,600,87
SPR,36,26,27,2020-31-01,65.32,39.83,600,98
SPRO,47,52,278,2019-09-09,9.98,90.93,1,100
SPRT,83,58,58,2019-30-05,1.22,70.63,336,45
SPSC,17,16,24,2020-29-01,56.83,40.41,529,87
SPSM,14,12,17,2020-31-01,31.34,19.44,143,97
SPTM,12,10,10,2020-31-01,39.78,16.86,249,93
SPTN,36,36,40,2020-31-01,12.18,45.83,600,59
SPWH,88,64,54,2020-31-01,6.48,67.25,584,69
SPWR,50,53,62,2020-31-01,8.52,70.56,600,88
SPXC,29,23,25,2020-31-01,49.07,42.67,600,96
SPXL,36,29,29,2020-31-01,65.5,45.43,600,80
SPXS,36,29,29,2020-31-01,13.25,51.43,600,80
SPXU,35,28,28,2020-31-01,20.01,52.74,598,83
SPY,12,10,10,2020-31-01,321.73,16.37,600,84
SPYG,14,11,11,2020-31-01,42.89,19.73,583,63
SPYV,11,10,10,2020-31-01,33.99,15.15,335,65
SQ,32,28,32,2020-31-01,74.69,40,600,28
SQBG,0,0,146,2019-04-03,0.31,152.59,141,100
SQM,45,35,38,2020-31-01,28.1,39.92,600,77
SQQQ,42,35,36,2020-31-01,20.36,60.78,599,73
SR,11,19,16,2020-21-01,84.32,13.89,480,8
SRAX,106,132,121,2020-31-01,2.24,136.93,121,76
SRC,15,21,17,2020-31-01,52.78,21.29,489,55
SRCE,16,14,18,2020-31-01,47.19,20.6,281,28
SRCI,50,58,63,2020-14-01,4,58.13,571,61
SRCL,18,18,25,2020-31-01,62.68,40.2,600,87
SRDX,22,28,38,2020-31-01,39.39,54.36,595,73
SRE,14,13,15,2020-31-01,160.64,17,600,70
SRG,23,21,21,2020-31-01,36.72,29.19,600,67
SRI,15,19,23,2020-31-01,27.86,36.41,600,34
SRL,19,48,38,2019-02-12,11.3,55.91,451,68
SRLP,17,17,23,2020-30-01,17.1,25.69,231,81
SRNE,151,188,153,2020-31-01,3.83,104.74,548,38
SRPT,39,74,62,2020-31-01,115.96,44.83,600,0
SRRA,160,189,245,2019-06-03,0.35,183.75,12,100
SRS,24,25,23,2020-31-01,17.96,25.6,590,26
SRT,30,23,32,2020-31-01,7.63,54.58,524,46
SRTY,36,33,37,2020-31-01,19.65,56.34,599,75
SSB,31,22,19,2020-31-01,75.61,21.44,424,25
SSD,20,17,20,2020-31-01,82.67,41.74,575,98
SSI,457,342,264,2020-28-01,1.12,147.04,279,97
SSL,50,48,47,2020-31-01,15.77,42.07,594,90
SSNC,24,18,26,2020-31-01,63.01,36.92,600,93
SSO,24,19,19,2020-31-01,150.18,34.65,600,86
SSP,52,43,44,2020-31-01,12.14,66.48,597,100
SSRM,36,37,41,2020-31-01,18.31,38.9,599,48
SSSS,19,21,27,2020-31-01,6.86,32.29,514,2
SSTK,14,16,26,2020-31-01,43.33,52.58,600,97
SSW,32,31,31,2020-31-01,12.07,33.7,500,28
SSYS,42,36,40,2020-31-01,17.98,52.18,600,77
ST,20,19,21,2020-31-01,47.27,28.71,600,80
STAA,53,38,46,2020-31-01,33.64,55.34,599,61
STAG,15,15,14,2020-31-01,32.24,89.5,287,97
STAR,22,22,21,2020-29-01,14.56,22.16,161,21
STAY,22,21,19,2020-31-01,12.92,30.73,588,79
STBA,17,20,18,2020-31-01,37.59,20.39,396,12
STC,13,16,20,2020-31-01,41.75,22.59,430,38
STCN,52,91,85,2019-02-08,1.4,71.56,277,9
STE,11,12,18,2020-31-01,150.69,24.38,578,83
STFC,16,17,18,2020-31-01,30.11,27.52,577,55
STKL,73,67,93,2020-31-01,2.7,81.46,554,81
STL,21,20,22,2020-31-01,20,24.05,495,11
STLD,27,24,31,2020-31-01,29.88,31.28,600,49
STM,42,31,33,2020-31-01,27.85,32.63,600,13
STML,128,89,75,2020-31-01,6.63,82.89,599,84
STMP,43,36,49,2020-31-01,74.49,107.18,600,97
STNE,44,60,57,2020-31-01,43.44,51.51,267,33
STNG,57,52,50,2020-31-01,23.34,70.55,599,86
STON,72,78,98,2019-22-07,1.15,94.22,456,86
STOR,16,18,17,2020-31-01,39.25,16.44,487,45
STRA,17,17,29,2020-31-01,162.29,35.31,600,63
STRL,28,28,31,2020-31-01,13.18,43.34,599,38
STT,26,22,29,2020-31-01,75.63,25.11,600,51
STWD,11,12,11,2019-21-10,25.66,8.75,47,25
STX,33,25,25,2020-31-01,56.99,39.08,600,70
STZ,25,22,22,2020-31-01,188.3,21.28,600,34
SU,22,19,23,2020-31-01,30.59,23.09,600,65
SUI,14,18,18,2020-30-01,162.17,16.9,559,63
SUM,32,31,31,2020-31-01,21.97,51.3,600,87
SUN,17,16,16,2020-29-01,31.11,9.9,563,2
SUNW,92,98,115,2019-07-05,2.49,144.9,11,100
SUP,77,67,90,2020-31-01,3.2,123,589,99
SUPN,26,30,70,2020-31-01,22.87,103.44,598,100
SUPV,70,81,73,2020-31-01,2.89,73.5,98,2
SVC,21,18,18,2020-31-01,21.58,14.69,575,40
SVMK,32,25,32,2020-31-01,17.65,47.49,333,29
SVRA,98,259,245,2020-31-01,2.62,174.51,407,92
SVVC,28,39,31,2020-31-01,6.58,41.48,548,22
SVXY,36,31,28,2020-31-01,61.94,37.8,600,66
SWAV,32,26,0,2020-31-01,43.42,74.29,65,87
SWCH,19,18,26,2020-31-01,16,53.22,559,79
SWI,24,25,28,2020-23-01,18.84,47.21,503,98
SWIR,26,30,50,2020-31-01,9.63,52.21,600,71
SWK,24,24,26,2020-31-01,159.33,26.27,600,56
SWKS,38,30,31,2020-31-01,113.15,33.47,600,56
SWM,19,23,30,2020-31-01,35.03,47.89,563,99
SWN,74,73,71,2020-31-01,1.57,125.29,600,99
SWX,15,13,19,2020-24-01,75.51,16.82,403,13
SXC,44,41,59,2020-31-01,5.88,48.66,599,69
SXI,19,16,21,2020-27-01,73.09,50.78,564,99
SXT,17,15,24,2020-28-01,59.75,37.37,462,93
SY,48,39,51,2020-31-01,12.15,68.69,565,78
SYBX,100,91,80,2020-31-01,2.68,136.39,58,74
SYF,41,28,24,2020-31-01,32.41,21.79,600,9
SYK,17,16,19,2020-31-01,210.7,19.65,600,56
SYKE,24,23,33,2020-31-01,33.59,38.21,597,94
SYNA,41,37,44,2020-31-01,66.69,62.58,600,94
SYNC,41,47,62,2019-13-03,1.5,132.07,209,99
SYNH,22,21,25,2020-31-01,61.36,46.67,599,57
SYNL,32,38,36,2019-29-04,12.85,67.48,481,98
SYRS,79,83,96,2020-31-01,7.06,68.12,413,9
SYX,21,23,32,2020-31-01,23.65,40.31,600,14
SYY,13,11,11,2020-31-01,82.14,24.51,600,93
T,20,18,19,2020-31-01,37.62,16.82,600,34
TA,48,90,72,2020-31-01,16.84,71.97,473,87
TACO,38,33,41,2020-31-01,7.54,47.64,558,98
TACT,21,28,34,2020-30-01,10.65,65.63,556,98
TAK,11,14,17,2020-31-01,19.23,30.93,268,84
TAL,46,32,38,2020-31-01,49.9,41.15,600,38
TALO,56,46,58,2020-31-01,21.94,52.16,448,56
TAN,27,22,25,2020-31-01,32.15,30.7,599,97
TAO,28,24,21,2019-16-12,24.31,17,542,25
TAP,13,15,20,2020-31-01,55.58,29.77,600,86
TARO,10,18,31,2020-06-01,80.67,29.04,69,60
TAST,69,55,61,2020-31-01,4.54,63.96,541,92
TBBK,20,28,28,2020-30-01,11.83,41.88,399,81
TBF,13,14,14,2020-22-01,18.24,9.22,214,2
TBI,20,18,20,2020-31-01,21.91,34.36,583,19
TBK,29,23,23,2020-31-01,38.98,29.37,182,18
TBNK,21,19,17,2019-19-12,29.03,16.99,90,25
TBPH,32,38,42,2020-31-01,27.88,67.79,576,97
TBT,26,26,27,2020-31-01,22.88,27.45,600,98
TCBI,23,30,30,2020-31-01,54.96,31.27,600,49
TCBK,15,15,16,2020-31-01,36.4,21.1,293,19
TCF,24,21,22,2020-31-01,42.28,22.16,585,9
TCMD,46,36,38,2020-31-01,56.19,56.97,495,82
TCO,41,32,32,2020-31-01,26.42,37.29,598,98
TCOM,54,46,43,2020-31-01,32.13,45.17,600,84
TCP,24,26,23,2020-31-01,39.92,29.92,569,68
TCRD,12,19,19,2019-03-06,6.49,140,41,100
TCRR,0,0,0,2020-24-01,15.08,103.54,1,100
TCS,64,50,59,2020-31-01,4.04,70.43,584,81
TCX,22,23,35,2020-31-01,60.25,34.35,592,54
TD,9,12,12,2020-31-01,55.26,11.58,600,15
TDC,25,29,44,2020-31-01,24.34,57.23,600,99
TDG,17,17,18,2020-31-01,643.28,28.95,600,71
TDIV,16,13,13,2020-28-01,43.42,19.36,292,73
TDOC,58,45,45,2020-31-01,101.71,48.89,600,44
TDS,25,21,40,2020-31-01,22.68,41.32,600,96
TDW,40,43,51,2020-31-01,15.18,52.77,534,88
TDY,23,20,20,2020-31-01,365.06,23.73,598,47
TEAM,45,36,39,2020-31-01,147,36.8,600,21
TECD,1.5,26,30,2020-31-01,143.94,3.69,568,0
TECH,15,18,22,2020-14-01,209.97,25.07,106,75
TECK,46,39,42,2020-31-01,12.91,52.38,600,99
TECL,57,44,43,2020-31-01,268.44,58.28,600,76
TECS,58,45,44,2020-31-01,6.29,67.97,599,82
TEF,26,25,22,2019-18-12,6.73,19.38,130,53
TEL,25,20,21,2020-31-01,92.18,21.65,600,59
TELL,84,63,56,2020-31-01,7.02,77.73,596,79
TEN,94,77,76,2020-31-01,9.47,89.32,600,98
TENB,22,25,37,2020-31-01,27.25,62.11,347,77
TEO,40,39,42,2020-31-01,11.28,37.81,538,28
TER,41,31,28,2020-31-01,65.99,31.73,600,36
TERP,34,25,28,2020-29-01,18.09,16.77,143,2
TEUM,288,242,272,2020-29-01,0.67,145,170,61
TEVA,50,47,55,2020-31-01,10.4,68.18,600,89
TEX,22,25,35,2020-31-01,25.35,39.11,600,76
TFC,19,20,18,2020-31-01,51.57,18.08,600,38
TFI,3.7,3.2,3.2,2019-11-11,51.67,6.41,6,50
TFSL,11,13,12,2020-24-01,20.43,15.39,139,19
TFX,14,16,21,2020-31-01,371.51,25.21,569,39
TG,21,21,25,2020-31-01,20.35,36.72,598,37
TGE,3.5,45,33,2019-13-12,22.31,28.17,497,85
TGH,32,41,37,2020-31-01,9.47,55.63,600,37
TGI,39,36,46,2020-31-01,20.43,54.68,600,77
TGNA,32,26,27,2020-31-01,16.9,36.32,600,78
TGP,22,22,45,2020-31-01,12.85,36.01,599,81
TGS,34,53,57,2020-31-01,6.19,65.6,260,73
